ID ,Tweets,Label
76063,@USER He can go to hell,TIN
12812,@USER Lucky bitch! ðŸ˜‚ðŸ’€,TIN
40221,@USER Maybe there wouldn't be 5 of these things a day of there was a little sensible gun control in this fucking country.,TIN
15689,"@USER Just think. She is infinitely funnier than you. Obviously..D'uh huh."" ðŸ˜®""",UNT
62862,@USER #ThanksTrump THIS IS A 'START' WE MUST GET THESE 'NUMBERS' DOWN TO 0 (ZERO) BY 'ANY' AND 'ALL' MEANS 'NECESSARY' THESE SO-CALLED 'REFUGEES' WHO ARE NOT 'TERRORIST SEXUAL CRIMINALS' MUST STOP BEING 'COWARDS' AND 'RETURN' TO 'THEIR NATIVE LANDS' TO 'FIGHT' #MAGA #refugeesNOTwelcome,TIN
81677,@USER @USER You ainâ€™t doin your part then ðŸ˜‚ check them pussies. Iâ€™m from the hood and I still donâ€™t say the N word cause Iâ€™m a little more educated I got other ways to describe my brother or friends. I feel the same way as you though too many people going left unchecked.,TIN
29954,@USER He is speaking to the best of the best  With utter disrespect ~   Our law enforcement Ice Agents  all first responders  Low middle and high class of all races and religions   DISAGREE Mr #CreepyJoeBiden  GRAVY TRAIN IS OVER PUNK!  #JoeDontTouchSoMuch Biden dirty hand joe,TIN
17332,@USER Awesome win!! I truly believe Americans are sick to death of what the left is trying to do to destroy America and change our country into what it never was intended to be. Go vote America and MAGA! Thank you President Trump for believing in our country and keeping promises.,TIN
51869,@USER @USER Calling conservatives hillbillies...hmmm thatâ€™s original. Funny how many â€œpoor hillbilliesâ€ you tweet about have incomes and IQâ€™s 4 times higher than you. Your humour sucks btw.,TIN
71525,@USER My coworker has a sick ass one for work,TIN
72493,@USER gonna need a whole ass rant thread done in the utara loghat to really feel it haha,TIN
50482,"@USER @USER Look at Sweden, France, UK, Europe is changing. EUROPE WILL BE A MUSLIM CONTINENT BY 2050. Please watch the YouTube video title  MUSLIM DEMOGRAPHICS "" , YOU WILL BE SCARED TO DEATH, unless you are a Muslim or love Islam. Mind u, I'm an African in America.""",TIN
66815,@USER @USER @USER @USER For a moment I thought you were about deaths  Sounded fucked up sick at first.,TIN
40736,@USER But I thought California had gun control,TIN
14223,@USER @USER Is no one considering the fact that Russia might be using Antifa to spread black propaganda??? Remember the Berlin Wall???,TIN
62842,.@USER HOSTILE ENVIRONMENT against the POOREST and most VULNERABLE in our society just keeps on rolling. So much for #ChristianMorals eh? If you voted for this SHIT then HANG YOUR HEAD IN SHAME. @USER #JC4PMNow #POVERTY #DisabilityRights URL,TIN
77863,@USER Poor Germans...they have  refugee violence and antifa violence..it must be nice to live in Germanistan.,TIN
31309,@USER Oh shit.,UNT
83731,@USER They probably all wrote it together while pissing in your McDonalds coffee.,TIN
91953,@USER @USER Sheâ€™s trolling to fuck with you cause some of yâ€™all be quick to call mfs coons for minor disagreements,TIN
98670,@USER @USER I hate @USER so much now. They fucked up the whole franchise.,TIN
88903,@USER He is going to destroy america like he has done to many of his businesses he does care about middle or lesser america and americans he only cares for himself and the top 1% who hopefully see the light soon before they have no countries to sell their products to,TIN
19073,"@USER @USER rae sis don't say no offense"" then like tweets calling me a sad bitch, also im truly shocked ur on the L6 train this year""",TIN
10420,@USER @USER All he is missing are the inmate number,TIN
21861,"@USER Hasn't this flake left yet?  How dare these people hang a man without evidence and at the word of a loon with repressed memory."" Sue her and I bet she shuts up fast.""",TIN
62826,#meDIAtoo Selective putrid outrage ONLY AT Conservatives only BY LIBERALS who want us to know how MORAL they are!!!  Re: Kavanaugh and ANY OTHER REPUB who will stand up against them!! URL,TIN
14306,@USER damn that headgear is lit sucks im not on pc ubi plz for console to,UNT
27802,@USER @USER Further proving that #LiberalismCausesMentalRetardation and #Feminists are a cancer on the American Republic,TIN
94554,@USER You are a Communist state controlled newspaper.   Very much like #ANTIFA would love to see.   And your country executes people who dissent with your support.   Enough said.   Get off my twitter stream,TIN
70231,@USER @USER I fully support Antifa. I give them money. White nationalism is cancer in a proudly multicultural society. It should be illegal. It is in Germany. We had two wars over this issue. White nationalists lost both. We are done with this discussion.,TIN
37572,@USER @USER @USER @USER @USER @USER They canâ€™t. His a sheep. Just follow along with fake news and put everyone who can think for themselves as KKK. Antifa wannabes,TIN
14879,@USER HYPOCRITE!! You run a commercial about ur support for gun control &amp; protecting kids showing ur kids. Really! U support ABORTION. Whatâ€™s the difference in that and a gun? They BOTH KILL! @USER @USER @USER @USER @USER,TIN
19675,@USER Liberals like you WILL never convince us to become lazy entitled victims. But keep trying. I just feel sorry for your son. Having to be raised by someone who will only impart him with the mindset of self-hate and victim-hood.,TIN
84092,@USER First Man movie is an accurate metaphor for the NWO Globalist Left--they give you enough to make you believe they're truthful unless you have educated yourself!,TIN
57645,@USER hey Samsung on your website you declined me. 2 times for credit I can afford your phone without your ass this is my second one maybe next time even though I hate iPhone I'll buy iPhone so screw you,TIN
88582,@USER @USER @USER Thatâ€™s how a career in media works...people admire you. If people think youâ€™re a piece of shit you wonâ€™t make it far.,TIN
60315,@USER @USER You are a disgrace,TIN
35710,@USER Iâ€™m jealous,TIN
70296,@USER @USER You are out of you damn mind! Feinstinkle had this band then leaked it! She took a lie detector test and hired a lawyer last month! She is accusing a judge of a crime that is 35 years old with no proof! Ruining a mans life over an accusation with no proof you STFU,TIN
97778,@USER @USER Guess what Chicago kids go theu this shit every day and they have the strictest gun control around!,TIN
69957,@USER Police your own first right?   You see it as unfortunate he is saying these things in public but others see it even more unfortunate that she says the things she says in public. She is an extremely public figure and he is using a similar platform.,TIN
21206,"@USER @USER @USER Socialism once its implemented has historically had only one effective stop measure and that has been civil war. Knowing that the force/reasoning behind gun control"" becomes clear. You can have a clear picture of this process by reading Saul Alinsky's-Rules for Radicals.""",TIN
23394,@USER @USER @USER I really think he is mentally ill. Why does his family not address the issues? Maybe Jared did with the op-ed?,TIN
96773,@USER But he is still fucked up for not respecting LGBTQ,TIN
12774,@USER Holy shit- how brainwashed can ya be?,TIN
75809,@USER Yea Jeff should go. Antifa is a terrorist organization,TIN
52021,@USER yeah he had to go back to the faerie world to handle shit there,TIN
11090,@USER I'm honestly not surprised coming from the school you are in. Why would you be vaping. I noticed they like to accuse you of a lot of stupid stuff but don't let it get to you.,TIN
90586,@USER NEITHER DOES ANTIFA OR BLACK LIVES MATTER OR ANY OTHER SOROS FUNDED GROUPS,TIN
73062,@USER I do not support Trump. He is an abomination!,TIN
39762,@USER Omg he is!!!!! I fucking hate Dale!!!!!!,TIN
94146,@USER @USER The name alt right is to make people think its a right wing group.just like ANTIFA that are fascist. BLM that really to they all black lives dont matter.,TIN
63069,@USER @USER @USER Most mass shooters are liberal white men. We should have liberal control not gun control.,TIN
43202,@USER aaaaaaaaa thatâ€™s so exciting!!! the majority of my friends are in second year at this point so the blow iâ€™m about to receive from moving to a whole ass other country hasnâ€™t hit yet.... iâ€™m doing film studies because i hate myself apparently :/ wbu babie,TIN
82230,@USER You are a disgrace go home you are not the President anymore. You are breaking tradition of the former President stepping aside. This is no longer Obamaâ€™s country this country belongs to We The People not your sheeple #MAGA @USER,TIN
44366,@USER @USER @USER @USER @USER Please TX donâ€™t elect this fake Conservative. He is bought &amp; paid for with Soros money. So many unethical things in his personal history!,TIN
39469,@USER Sorry...nothing but a setup to try and appease the Socialist Democratic Wacked Out Liberals. We are not stupid,TIN
20123,@USER @USER We all know this is another Liberals Corruption!!,TIN
36883,@USER Don't you have to weigh under 200 lbs to be considered a 'porn star'?,TIN
14490,@USER @USER @USER @USER Bank deregulation happened under Gordon Brown with his dramatic changes announced in 1997 (not in manifesto) including independent central bank and removal of @USER supervision of financial sector. How old are you? Who taught you this rubbish version of history?,UNT
94885,@USER They are hoping all over it. But then they are probably the biggest crowd of racist bigots in the country they back antifa,UNT
41268,@USER @USER @USER @USER @USER Monkeys have been used for centuries to dehumanize black people but none of that has anything to do with the 5th largest economy in the world and a 9 billion surplus. Everything else you are saying is nonsense. Againtske your L and leave,TIN
99111,@USER @USER Omg!!! A good guy is now evil!!!! Same thing happening is America!!! The Globalist world leaders with all their money would have us believe what is evil is good and what is good is evil!! Iâ€™ve read that in the good book!!  For the end time!!!!,TIN
90223,@USER @USER why do you identify as antifa if you're transphobic?,TIN
77031,@USER Then I'm as crazy as you are cause I believe the same outcome will happen this Sunday 49ers 27 KC 17 Niners babyðŸ‘ðŸ‘Š,TIN
76330,@USER @USER Oh shit the mafia have finally found me,TIN
58948,@USER @USER @USER Why do some conservatives blindly follow a fascist?,TIN
51116,@USER Goodell is the worst commissioner of any sport from any time in history,TIN
56804,"@USER @USER @USER Listened"". They don't give a shit about what the fans think. All they're doing is counting their Fox money.""",TIN
16387,@USER You were made a fooln of last night by Kavanaugh so like a spiteful child seeking attention youngo on your wide eyed rant. You are an embarrassment to the chamber and this country,TIN
50952,@USER  Good- that soundtrack you DMed me with was fire as fuck and I still listen to it oftenðŸ’ªðŸ½ Bad- My tracks are betterðŸ˜­ (joking Iâ€™m shit),UNT
78769,#serenawilliams yes she should be boycotted.  She is a nasty bit of work.,TIN
18912,@USER @USER So let me get this straight they want us to hold off on the confirmation hearing for what? Polygraph is inadmissible. All to hear he said she said? Ford signs paper in trump case against illegal separations? And Cavanagh has just about every woman stating he is honorable. Vote ye,TIN
40207,@USER @USER And most Hillary supporters are racist liberals.,TIN
60062,@USER @USER Nothing was stolen. Crybaby liberals didnâ€™t get what they wanted so theyâ€™ve been throwing temper tantrums for 2 years.,UNT
83241,@USER Oh shit this will trigger some bigots,UNT
53758,@USER I'll lock yo sorry ass down ðŸ¤—,TIN
90461,@USER   NO ONE needs hunting in Canada Spread the word.There is no place in a civilized society for rifles and shotguns.The Coalition for Gun Control has 200 associations behind us to support and the Liberals. In the name of the safety of our kids Mr Blair ban those guns.,TIN
44298,"... a bunch of self-aggrandizing liberals in fancy dresses mocking Trump.â€ Except for the fancy dresses, sounds a lot like the Dems who are trying to lynch Kavanaugh... #politics #MeTooWitchhunt URL",TIN
82751,And the Bull$hit just keep coming. So we're expected to just accept these allegations for their face value. The left swamp plot thickens. We need to out the offenders once and for all. #ConfirmKavanaugh #MAGA URL,TIN
33835,@USER Look at this chill as fuck bearded dragon URL,UNT
87535,@USER Woooow Trump voters are getting really crazy MAGA !,TIN
73571,@USER @USER Trump is maga,TIN
65537,@USER @USER Tomorrow night you get dropped @USER @USER will make sure he is not robbed again  you fraud,TIN
68597,@USER A whole meta joke here would be my original tweet fuckin up the calculations.,UNT
24172,@USER @USER @USER oh yeah Terry Porters 40 second PI Call (OSU alumn)... naw im over it... Your coach and his scumbag history... If you know anything about his history with Aaron Hernandez you would know what kind of scumbag he is... but OSU is a shithole so the story goes on.. URL,TIN
46418,"@USER Well, there's that one idiot you keep thinking will show up in your mirror every sundown when you rise again to walk the night in search of carnage to fill the emptiness where your heart &amp; soul used to be. Altho, now ya mention it, lots of other conservatives"" come to mind too.""",TIN
86078,@USER She is no doubt the greatest female athlete but a sore loser imo,TIN
71283,A little appreciation post for my bestie because sheâ€™s a bad bitch and Iâ€™m thankful for herðŸ’— @USER URL,TIN
35248,@USER @USER It's Bull Shit. We all know.,TIN
56032,@USER I love my penis and want to keep it. Would rather smoke a joint.,UNT
17338,@USER @USER she is a dog with fleas.,TIN
25082,@USER You are a coward and really have no right to be AG. You are a disappointment. Your days are numbered and so his your party.,TIN
42219,"@USER There are deals on Mexico EU trade and other trade deals.  We don't need or want a gun control deal or a Climate"" deal""",UNT
80103,@USER He tihnks he is telling the big lie.,UNT
98184,"@USER Tough crap Mazie! There should be a Me Too"" for men with false accusations against them as well as those hurt by Democrat lies, false accusations, biased government agencies, biased media sensationalism and Antifa bullies etc......""",TIN
88927,"@USER @USER @USER @USER Um, no? Saying that Labour is the party of hatred"" implies they are the most hateful party, and therefore The Conservatives are less hateful.  Whilst the claim about the Tories can be disputed, it's not whataboutery.""",TIN
12101,@USER @USER @USER ðŸ‡ºðŸ‡¸ BECAUSE THey think Sen Collins is A STUPID COWARD   &amp;all they have to do is Bullie   SenCollins  This is whatðŸ‡ºðŸ‡¸Conservatives Have lives with For 9ï¸âƒ£yrs now   Please Vote For Kavanaugh  LetGod Take Care Of the Rest,TIN
21313,@USER @USER It makes my skin crawl just looking at this woman - Theresa May is a liability to our nation and @USER and must be removed ASAP,TIN
81734,@USER @USER Took the words out of my mouth. He is just horrible.,TIN
26773,@USER He can suck it.,TIN
46216,@USER @USER @USER @USER @USER He had 1 offer since june! The shitty browns that's it!! Stop thinking he is still good you are living in the past,TIN
80904,"@USER Yes! The good old days when conservatives got pushed around and bullied by democrats who never gave an inch. The good old days when all conservatives could do was feign outrage and promise to go get them the next time. Yeah, that's what we need. That's the healthy"" libs love!""",TIN
74392,@USER @USER #DUMMYDONNIEJR ðŸ¤¦ðŸ»â€â™€ï¸ðŸ¤¥ðŸ¤¡ðŸ¤·ðŸ»â€â™€ï¸  THIS IS FROM 2008 IDIOT ðŸ¤£ðŸ˜‚ðŸ˜….  The apple doesnâ€™t fall to far from the tree when it comes to lying ðŸ¤¥.   The American people have had #EnoughIsEnough of #LIARINCHIEF and you are actually an embarrassment as well like your daddy ðŸ„ðŸ„,TIN
60401,@USER Gun Control means using both hands. And in this case means acquiring the correct target. You canâ€™t fix stupid.,UNT
61308,@USER @USER @USER @USER @USER Except those whole emails the prove what yer sayin is wrong.  Hannity is paid 30 million a year to blame immigrants so you idiots happily pull the feeder bar for the guy gonna take away yer healthcare. Gotta say the stupidity is entertaining. #maga,TIN
75038,@USER Holder should've been removed and jailed years ago.,TIN
33745,@USER @USER @USER @USER @USER @USER @USER Gun control is racist. URL,TIN
80980,@USER @USER @USER A useful idiot. No longer need him. Their to busy to be bothered with gun control now. Busy trying figure out how to sway an election in their favor. Not gunna happen ðŸ˜‚ðŸ‡ºðŸ‡¸ðŸ’ª,TIN
89794,"@USER My thoughts and prayers are with the families.  Random mass shootings, which plague our nation, are not normal and we as a country can't allow them to be normalized,"" Craley said"",   The truth is these mass shootings are becoming too ""normal"".  Gun control would certainly help.""",TIN
38747,#DougFord again using #Trump-style authoritarian tactics: â€¢Discredit the media. â€¢Repeatedly spread lies. â€¢Build a false reality for your followers.  These are smart people. The conservatives know what they're doing. This is a planned strategy to weaken democracy. #ONpoli URL,TIN
31514,@USER @USER @USER No you wouldn't sis I know damn well you would probably call it cute people propose in concerts all the time yet when its a gay couple its wrong you're at a fucking concert you don't have to pay attention,TIN
62000,@USER we're buying a couple puzzle toys and looking at classes for him rn! but i think he is becoming a teenage monster.,TIN
28907,@USER Naaa. I've spent 24 hours laughing my huge nuts off at your stupidity.  You fink your some kind of entity but your all a bunch of scared antifa PUSSIES wiv no muscle to see anyone you try to bully. Even that is pathetic.,TIN
56408,@USER Liberals never follow through on promises. Weâ€™ve heard it all before. Coward.,TIN
95062,"@USER She is saying Ben, Ben, when the hell are you going to do something more than just tweet crap about djt?""""",TIN
56367,@USER He is a troll.  Not open to facts,TIN
48099,@USER That's a lie...your antifa lefties are nothing but violent. This teacher spent a lot of time planning this attack on an honorable man with zero evidence. No reason at all to hold up kavanaugh! Another crazy liberal hit job!!,TIN
91905,@USER 7 $ million buyout. Losers.,TIN
70052,After all my years of complaining im finally getting my bitch ass wisdom teeth out so I can stop fucking crying,UNT
91603,@USER weâ€™re defo living in the last days,UNT
56694,Adam Schiff saying he is FOR releasing FISA info URL Just another in a long list of bureaucratic hacks that need to be purged from DC! @USER please keep doing what your doing to expose these frauds and hypocrites!! #MAGA #KAG2020  #QAnon  #WINNING #WWG1WGA URL,TIN
49498,@USER yesterday this happen hereðŸ˜³ So much for gun control when you can't prevent a 2nd grader from bringing a gun to school huhðŸ˜ URL,UNT
19356,@USER @USER The official unemployed numbers are a joke. There are millions of Americans who lost their jobs and career to H-1b.  Their unemployment benefits ran out years ago. Give them their jobs back. End H-1B now.,TIN
28653,@USER Fuck you dope.  Not a Fox watcher.  Independent voter that will never vote left.  Your Party is dangerous.,TIN
15446,@USER @USER @USER Old pic. Trump is not monitoring anything related to the Hurricane.  Pretty sure he is shitting his pants right about now,TIN
84043,@USER Eric holder is Obama's straw man of corruption,TIN
22874,@USER @USER Liberals ruin a life doesnâ€™t matter as long as they win in the end! Must stop! The have no Conscience,TIN
58412,Pigeon Girl can also send pigeons to poop on all MAGA hats.,TIN
99173,@USER @USER Says the bitch ass boy hiding behind a keyboard it donâ€™t hurt to ask for help sometimes canâ€™t do everything alone you fucking clown if he can help then something is better than nothing thatâ€™s why I asked even if he canâ€™t it donâ€™t hurt to ask fuck off my twitter weak ass nigga,TIN
21649,@USER She is incredibly stupid and perhaps the reason why she was chosen to â€˜entropyâ€˜ the trade talks. Trudeau will destroy everything of reason in Canada. Would you allow a terrorist destroy Canada? Then why have Trudeau?,TIN
16666,@USER @USER She is a horrible at her job...maybe that's why her career is dying...,TIN
78352,@USER This lies how she got the key ! Why she donâ€™t admit she was in date or maybe had NSA with ? she is married ? What is true story ! BS ! Ok we all respct police officer but her story and excuse full of shit ! Please post her photo ! Let see how fat she is !,TIN
78014,@USER you're a jerk. Attacking julie for standing by her husband. You're just like all the other liberals want to ruin peoples lives. How about you not bash people until he is found guilty... bet your client just wants MONEY!!!,TIN
65894,@USER @USER @USER Donâ€™t get on here saying that type of dumb shit,TIN
47456,@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER Stop with your nonsense. You are a block. You are STUPID!,TIN
92587,@USER @USER He is sick. Very disturbed. And that comment proves it!,TIN
16437,@USER As if a liberal beta male could engage in sex with a straight female.,TIN
41461,@USER Ive judged that the old woman is an anti semite and Joan Ryan is right.  You are playing semamtics.  Youre a disgrace.,TIN
66163,@USER #Liberals are muck rakers. They have NO platform to run on. NONE! Culling vulnerable people from the late decades... of the last century... of the previous millennium... shows how desperate they are to be heard. Now theyâ€™re loitering around high schools looking for rumors. Sad!,TIN
48537,@USER Well sure she would lend her support to the lying heifer making the false accusations. She has no more intelligence than the rest of the liberals acting out sombody!,TIN
37170,@USER already my ass i had so many fucking shots tonight,UNT
79580,@USER @USER Yep. Sure do. And he's been proving it on a daily basis. #MAGA,TIN
86215,@USER Although I think that Carter was a decent man he was without a doubt the 2nd worst president in my voting history.    44 was the worst if there was any question.,TIN
65485,@USER @USER @USER He. Is. A. Sociopath.,TIN
37524,@USER I seriously have no more words for how fucked up he is. Every time I think I found the word he does something even more despicable &amp; disgusting. The best I can do is hope that he chokes in his own vomit for all of the stupid lies he's  told. Like a serial killer he has no soul..,TIN
68995,@USER But Tinubu is supporting this monster against us. The biggest Yoruba traitor of the modern days Yoruba politics is Tinubu!,TIN
71428,@USER Do you think that bothers the evil Nazi democrats/liberals they tried to rig a Presidential election and framing Kavanaugh is just another act of these evil Nazi democrats /liberals politicians to destroy Democracy and America ! #Walkaway # Make America Great!!!!!!!!!!!!!!,TIN
37576,@USER @USER of coarse he is alex and many other nation leaders are as we;ll lapdpgs URL,TIN
28564,@USER Gun control . . . means being to hit what your aiming at! These elderly homeowner have great gun control!,TIN
39379,@USER Liberals are SICK. This false accuser should be incarcerated for her bald-faced lies. URL,TIN
16545,@USER @USER Look at her moving and not one word of Truth coming out of it. If you ever get a chance to ask that layer a question ask her do you agree with me that the Golan Heights belong to ðŸ‡¸ðŸ‡¾. She is dead dead in the water she couldn't answer it without condemning herself true,TIN
73728,"@USER The perpetrator is responsible for his own actions but you are ignoring that Maxine Waters &amp; others are inciting violence.  Do consider she said that they should not be able to eat, shop or do anything in peace""... how would one survive without being able to trade?""",UNT
44656,"@USER @USER URL a high-tech lynching for Uppity (Republican) Blacks'"" is fine, but raping women by liberals?' ""THEY ALL DO ITâ€ including Bill Clinton.""",TIN
12977,@USER @USER @USER @USER @USER @USER @USER @USER @USER Really? And has he been charged. #Liberals are such liars!,TIN
81266,@USER @USER She thought she would be low profile and help the Dem party get rid of Kavanaugh and she could remain anonymous. She most likely was promised this by the party. Now that she can be charged with perjury she will continue with playing a victim. She is not. Lying is a can of worms.,TIN
62665,@USER @USER @USER This is why Chicago  wonâ€™t enforce gun laws on the books or go into these neighborhoods These murders are planned by gun control liberals so as to pass very strict or even confiscation of guns. Black Luves do not matter to these liberals trying to pass their agenda. 2 Admendment,TIN
91447,@USER @USER ðŸ¤£ðŸ¤£ðŸ¤£ðŸ¤£ðŸ¤£ðŸ¤£ðŸ¤£ðŸ¤£Â Deep Throat,UNT
20633,@USER He is like  â€œHoly jesus fucken Christâ€,TIN
90467,@USER For lying? How much is the DNC/Soros/Antifa paying her? Howâ€™s your Chinese spy doing?,TIN
59585,@USER Lmao good one ! Now listen up Sparky your wife is a disease she is a bought and paid for evil  soulless  propaganda arm for child murderers and Russian agents. So stick with your cutsie  tweets but I'd prepare for a long prison sentence if i were you.,TIN
48788,@USER Fucking sucks when the refs are against you. #KillTheZebras,TIN
52284,@USER They meet many many fans itâ€™s amazing that he remembered her donâ€™t be a bitch,TIN
14175,@USER @USER @USER they are bullshit stats. but say isn't london the murder capital of europe now? that gun control working right? germany having some SERIOUS crime problems. maybe u should take care of business at home be4 u start tweeting about the US,TIN
76303,.@USER You are deplorable despicable disgusting!  URL,TIN
76311,@USER Democrats = Thugs,TIN
78252,@USER @USER I never watch the NFL !!!â€™ Panthers suck by the way !!!,TIN
81221,@USER @USER Which is also posturing nonsense. If they want to oust her they'd forward the requisite letters to their part whip and she would be facing a leadership challenge. Her 'challengers' are as gutless and witless as she is.,TIN
40498,@USER He's another one of the puke pool!! It's getting pretty full I can tell you that for sure!!!,TIN
41467,@USER Someone's is asking if Davido wasn't supposed to be in Camp? Oga madam park well!! Davido's business is non of your business. Na u send am go school? Haterz... chop shit n die,TIN
59407,@USER @USER @USER @USER Not only the Antifa got quite alot Israel supporters. You'll find Israeli flags at the right winger protest just as well. Oh the irony URL,TIN
19179,@USER @USER @USER @USER as of right now my only solid position is that the NRA has become far too influential in politics and as a result they have delayed the desire for gun control for about 20 years.,TIN
50099,@USER LOL. Whatâ€™s failing miserably is this 11th hour ambush by the liberals. Every minute #ChristinaBlaseyFord refuses to commit to appearing she and people like you lose credibility. I love it!! ðŸ˜‚ðŸ˜‚ #tcot #p2,TIN
79302,@USER @USER A clear majority of conservatives approve of Trump and the GOP. Donâ€™t be stupid.,TIN
72191,@USER God help us. the woman cant even get coherent sentence out of her mouth.,TIN
47082,#Theresa May Using #LabourParty Policies to Cling On To her Weak and Wobbly #Government #HousingCrisis #housingmarket the #conservatives are the Corrupt #Landowners #ToriesOut #Corruption,TIN
32666,@USER @USER Sick!!! I hope he is not teaching!,TIN
30880,@USER The killer is in the house. #MAGA #WallDoesntProtectFromAmericans,TIN
27599,@USER Hollywood is full of demonic democrats.,TIN
45914,@USER Until he is dead. Because even after he is out of office he will likely command the news cycle for a long time.,TIN
75929,@USER Remind me of Antifa ratbags.,TIN
68764,@USER The washed-out idiot #Biden feels he has a chance by insulting all conservatives who are supporting their great #POTUS...I donâ€™t think so CRAZY JOE!!!,TIN
77399,@USER @USER LIAR!!! What supporters is she talking about??? I was embarrassed when our last president went on a world apology tour and he even bowed to them like he was their servant!!! URL,TIN
20989,@USER Everyone saying Fuck Russ dont know a damn thing about him or watched the interview ðŸ¤·â€â™‚ï¸ðŸ¤·â€â™‚ï¸ðŸ¤·â€â™‚ï¸,UNT
29111,"@USER @USER @USER @USER @USER with the caption so much for the tolerant left"" ... yup you fit the description of ANTIFA . I suspect you are not a threat as I doubt you can attack any reporters from your mom's basement.""",TIN
49234,@USER @USER Took you this long!! He is a beast and has been for yonks,TIN
97916,@USER I think Michelle spilled Democrats plans for civil war.. liberals are lunatics,TIN
45927,@USER @USER Got knocked out in the first round and one a shitty decision,TIN
81899,@USER @USER They should dress him in an Ice Uniform no weapons and make him walk the boarder at night calling for the drug cartel.,TIN
47398,. she. is the most powerful woman on this earth oh my fucking god URL,UNT
75342,@USER @USER Birch me too.. da fuck,TIN
83578,@USER @USER @USER Of course not she is young and dumb. If she really had a brain she wouldn't believe in socialism,TIN
26203,@USER It is ðŸ˜­ you get to see a good game and niggas working ðŸ¤·ðŸ»â€â™€ï¸,TIN
22958,California - Creepy Fake Uber Driver Tries to Follow Woman Into Her Home    #MAGA #KAG #California #FakeUberDriver #BodyWrapRestraint #CrimeNews  URL,TIN
33058,@USER @USER @USER That head flick at 0:05 is her ego taking a hit. She cannot take criticism. She is a weak incompetent authoritarian.,TIN
87923,@USER @USER You know good and goddamn well that if you tried to explain all the gun control on a military base is proof that gun grabbing laws won't do shit if you look at Fort Hood.,TIN
84508,@USER Manafort has been on K street for a long time. He knows things. Deep dark things. I agree. He is gonna burn some folk. Mueller already knows who he wants. Manafort is gonna give them up.,TIN
69659,@USER Do not think so maybe do a little research buddy!,TIN
83279,@USER you couldnâ€™t catch me letting some saggy whitey bitch talkin like this to me ðŸ˜« bitch eat dirt,TIN
58613,".@USER I'm not installing your shitty app, but put me down for 100% for the second amendment/campus carry, 100% against gun control except violent felons"". URL",TIN
90485,@USER Donâ€™t mess with niggas from Marcy projects george Zimmerman! You gonna get lit!,UNT
13088,@USER man I woulda just started hitting the wall with that shit.  It ain't nothing by dry wall and some wood beams.  I'm getting through that door if I'm him.,TIN
32653,@USER @USER @USER Fuck yes ride it baby!,TIN
90849,@USER Have you ever seen the former Democratic hierarchy fight against the president so much??? We know itâ€™s because youâ€™ve been so corrupt and guilty of abuse of power. Itâ€™s our darkest times with the DOJ/CIA and Presidential cabinet,TIN
38942,"@USER Lol, read the title and you already know whats coming... ...who support common sense solutions to reducing gun violence,"" How is gun violence different from other violence? What is a non-automatic firearm? What is common sense gun control? Is it like Chicago, NY,.. London?..""",TIN
13931,@USER @USER Somebody do something!!! This show sucks anymore!! The set designers are good though! #firemalyoung,TIN
12809,"#PeoplesVote  #StopBrexit  @USER  #remain  I don't want to go.. either, You know what, After we leave, My slogans going to be It used to be better than this"" should have stayed in. Useless goverment. URL",TIN
33913,@USER Maybe they will Havana an Antifa race war &amp; slam the dildos out of each others butts.,TIN
93956,@USER @USER Yeah. Heâ€™s very immature &amp; can dish out criticism while crying and blocking instead of accepting any. Itâ€™s cool. Folks can see him for who he is mostly.,TIN
20339,"@USER @USER @USER But what makes you think they are liberals?  There is nothing liberal about any of that.  These people spent the '90s insulting liberals, publicly humiliating black activists, and openly attacking the New Deal.  Where is the liberal"" part?  They passed GOP policies!""",TIN
81571,@USER What the fuck is this theyâ€™re trying to set him up so it looks like he somehow deserved to be shot,TIN
84361,@USER @USER Here come the beta liberals lmao *convo muted you can cry all day to yourselves.,TIN
61642,@USER Srsly it sucks. When ur living life itâ€™s full of bullshit rules we just gotta suck up to survive,UNT
89193,@USER @USER @USER @USER Connections are vital with all of the crap Twitter forces on conservatives.,TIN
43827,Ainâ€™t got shit  done today,TIN
47749,"@USER Well remember how the cops in San Jose stood down"" and watched as antifa thugs armed with bats,bottles &amp; pepper spray attacked Trump rally goers?  They were ""just following orders"".  That's what most soldiers &amp; cops do. Soldiers follow orders &amp; cops protect their paycheck.  SAD.""",TIN
80940,"#GreatestThingsAboutThe90s NOTHING. The treacherous lefty media people made sure Benny Hill was taken off TV and even more treacherous conservatives"" conspired to remove Maggie Thatcher as our leader then almost fatally signed us even deeper into the extremely hostile commie EU""",TIN
24552,@USER hope all is well. Thats so fucked. Like seriously what the fuck is wrong with ppl now. Gun control is no issue though right. Thank God I live in Canada. Feel brutal for all the attacks in the U.S.A but seriously it won't go away.,TIN
69390,@USER @USER @USER @USER That's just depressing. Good churches are getting hard to find. Few and far between. I know people who belong to churches that espouse gun control and abortion! That's politics - not God! Not Christ!,TIN
57331,@USER GOOD ðŸ–•them !,UNT
